#   1 X_IMAGE                Object position along x                                    [pixel]
#   2 Y_IMAGE                Object position along y                                    [pixel]
#   3 MAG_BEST               Best of MAG_AUTO and MAG_ISOCOR                            [mag]
#   4 BACKGROUND             Background at centroid position                            [count]
#   5 FLUX_MAX               Peak flux above background                                 [count]
  1120.4346     13.7362  24.0633     1.907274     48.17061
   769.5202     12.0092  25.6492    -2.609727     34.57343
  1365.1406      4.8206  25.6027    -1.216787     50.09037
   751.8044      4.7907  25.0842    -2.609727     65.96381
  1072.6178     15.1624  24.9313     1.097817     60.76493
  1370.0596     18.5537  24.9254    -1.162172     51.73163
  1566.8508     25.4997  25.1083     2.533883     47.27787
  1968.8560     29.5577  24.6543    -2.708793     44.46386
  1104.0480     35.9503  23.5259    0.7034788     81.39543
  1173.5548     29.2312  24.7337    0.4321133     94.98727
  1068.2570     28.9623  24.4394    0.8722978     49.29985
  1087.7322     40.8082  23.4923    0.6052666       56.966
   260.5041     41.3730  25.1530    -1.589825     68.01937
   545.0817    114.9677  21.7204     2.677883     79.20351
  2001.1083     56.5163  25.2751    -2.142159     46.20789
  1255.8345     58.2441  24.2741    -1.284775     59.20597
   673.8480     58.9543  24.6537    -1.556519     40.19127
   272.5410     64.1219  24.7947    -1.970852     201.0386
   225.3150     66.5431  25.2566    -1.630617     62.58738
  1304.9402     70.9621  25.4883   -0.6773662     65.41272
   602.8408    117.2812  21.6439     2.333906     58.38397
   529.0064     80.9815  24.2712     1.108765     39.18993
   532.7436     89.6564  23.9994     1.543009     36.84583
  2083.7261     93.9645  25.1250    0.3286916     64.83706
  2065.8586    101.3202  23.5583   0.02945886     48.90288
  1380.0022    102.7556  24.9317    -1.131063     58.85764
   585.3288    114.8229  22.9500      2.43227     51.73505
   272.7128    110.5339  25.3212    -2.675231     50.78551
   937.9429    105.5165  25.0092    0.9552912     54.20293
   565.9150    114.4730  24.6164     2.530234     42.74547
   651.6581    135.6150  22.5167     1.364277     71.22291
   481.6815    111.5652  25.1953    0.6416531     51.44835
   647.4747    117.0308  25.3244    0.8458183      40.7687
  1230.8042    117.7677  25.3828   -0.9102618      65.4854
   518.8813    155.4521  23.4427     3.143234     80.37786
   259.0159    124.4481  24.8735    -2.651964     58.67733
   628.1636    122.0094  24.2464      1.66308     42.04688
  1474.2756    123.0301  25.5240   -0.3984533     49.30078
   625.3595    128.7230  23.2208     1.880632     54.43984
   528.8968    130.3253  23.4946     2.630023     47.14218
   529.3970    136.2393  24.5377     2.805746     51.71266
   518.7581    135.7286  23.6015      2.54616     54.88714
   647.7864    165.1329  23.1966     2.244625     61.32088
  1340.6459    141.0746  24.4601   -0.1852188     59.09134
    24.4161    138.7150  25.0700     2.267955     45.31161
  1328.6411    140.1839  25.4995    0.1058613      35.8493
   375.8187    149.1773  25.5721    -3.177386     47.90501
  1365.8833    155.6555  23.9065   -0.7631777     51.21972
   508.1003    202.5756  21.2045     1.440523     77.55039
  1184.1747    158.9770  25.4415    0.7159865     40.97437
   510.5784    174.8325  23.8967     2.627661     34.67694
   653.5474    163.8342  24.8344     2.235769     50.44346
  1475.2767    165.0066  25.5783   -0.6168501     59.00845
  1333.6322    168.3725  24.3700    0.2868729     48.79333
   657.7754    167.6179  24.7872     2.145975     45.35695
  1954.9772    169.0170  25.5169    0.9175488     60.23865
   163.8471    168.6794  25.0152    -1.783062     49.36237
  1368.3014    173.0675  25.0826   -0.6052166     71.45048
   640.8777    217.6918  21.9333     1.404446     59.25096
   649.4866    199.2594  23.1294     1.654436     44.18828
  1270.9513    184.7043  24.4331    0.9800996     57.67849
  1364.9320    184.4348  25.6323   -0.3456975     162.8676
  1613.9215    202.1082  23.8493     1.020556     64.43418
   457.7841    193.9677  24.9326   -0.3989365     42.34998
  1604.8024    216.3746  22.9980      1.00239     58.45125
   314.3722    201.5507  25.1768    -3.564159     58.95364
    60.6864    196.6052  25.1214   0.07676563     49.72723
  1264.1383    202.8987  25.0271     1.076197     61.88941
   195.5197    200.9268  25.2740    -2.792282     45.64223
  1550.8290    205.8568  23.7640    0.5851243     52.66454
   505.6068    234.6416  22.0260    0.4241414     75.32161
   333.8499    210.6005  23.7660    -3.564159     57.13639
  1642.8574    213.3147  24.1534     1.053314     44.83463
  1290.1736    209.8353  24.6401     1.113567      41.7315
   632.7301    229.0183  23.1205     1.321272      53.3923
  1645.8013    225.9314  22.8776     1.030384     45.23745
  1556.8140    217.9279  24.5407    0.7199205     90.04361
   522.4924    232.7457  22.3726      1.11089     59.85337
   327.1338    227.9347  24.2614    -3.564248     61.41666
   531.0006    247.9728  23.0902      1.30448      49.6638
  1365.8558    231.8172  24.4590    0.2391832     38.16145
  1008.9836    233.4535  24.9955     1.264999     48.50744
  1119.7443    233.8568  25.0271     0.807051     66.67387
   542.6524    252.4484  23.1634      1.69887     59.05858
  1340.7161    242.0764  23.2934    0.5850599     935.5115
  1383.8633    241.6018  23.6493  -0.05338909     80.64033
   242.8067    238.8748  25.8014    -3.562209     54.01403
  1292.4391    242.9579  24.1505     1.060208     49.85541
   946.0127    242.8306  25.2083     1.253943      39.9028
   615.0969    252.5294  24.3818     1.251947      45.3189
  1304.4437    242.4331  23.5965     1.064607      47.5065
   551.9656    251.8683  24.2829      1.72567     49.23432
  1180.0696    246.4388  24.8759    0.7488186     151.5688
  1329.0186    325.9682  24.2966  -0.06469446     59.71595
   319.6336    333.2187  25.4473    -2.940022      48.7078
  1233.8960    338.3331  24.9759   -0.1341707     209.5882
    32.5077    349.0323  25.7419     0.901484      50.8843
   395.0691    350.8525  25.3125    -2.102902     150.4315
  1114.3032    358.1416  25.3552    0.2278386     61.95699
  1096.9730    360.9676  25.0390     0.537958     51.66066
   518.1978    368.6982  25.2948    -1.227709     52.77539
   506.4770    372.0070  24.6374    -1.414615     49.13408
  1941.2406    377.1787  24.3702 0.0003689458     46.95813
  1969.4310    388.6486  23.3871   -0.1453302     43.22084
  1392.3474    401.2292  20.4607   -0.8051209     3530.595
  1463.5847    392.2795  25.3800   -0.7979879     43.90203
  1958.8190    411.2580  22.4918   -0.1133766     65.27704
   401.1637    394.1474  25.5009     -1.74827      45.8117
  1932.5009    409.0349  24.5645   0.05831863     53.42845
  1636.7235    417.0113  24.1040    0.1296418      48.2985
  1462.9751    409.4552  25.3351   -0.9455467     62.94558
  1249.7384    473.6377  23.9016    -2.194264     51.19828
  1897.7833    471.4199  23.8798    0.2308768     44.27494
  1151.9395    498.0247  25.3994  -0.05916502     125.5393
  1488.1860    500.8743  25.6732    -1.159299     67.73593
   305.1453    501.1851  25.6193    0.5125347      56.0034
   775.9814    498.4950  25.4858   0.07785972     73.25156
    88.1548    510.1594  24.5119    0.5028026     43.99211
   801.2256    525.6604  21.3726  -0.01220519      1257.65
    49.3504    520.6060  23.3363   -0.6486531     195.3476
  1114.2217    521.4607  24.6220    0.6133945     71.25432
   731.3226    527.9221  24.2482  -0.07802349     461.7402
   483.8740    531.6161  24.5376    -2.322602     231.2861
   461.6987    533.2611  25.0099    -1.908419     59.81615
   492.0101    532.5335  25.7735    -2.285915     128.8859
   217.9797    557.5195  25.1730     1.861461     46.53588
  1130.5348    562.9840  25.3355    0.4311897     45.43526
